t	MS	MT0	MT
12.73	-5.56222	-8.01561	-0.80784
12.74	-5.55721	-8.01586	-0.807432
12.75	-5.55219	-8.01611	-0.807032
12.76	-5.54717	-8.01637	-0.80664
12.77	-5.54213	-8.01663	-0.806256
12.78	-5.5371	-8.0169	-0.80588
12.79	-5.53206	-8.01717	-0.805512
12.8	-5.52702	-8.01745	-0.805153
12.81	-5.52198	-8.01772	-0.804802
12.82	-5.51694	-8.018	-0.804461
12.83	-5.51191	-8.01828	-0.804128
12.84	-5.50688	-8.01856	-0.803806
12.85	-5.50186	-8.01883	-0.803492
12.86	-5.49685	-8.0191	-0.803188
12.87	-5.49184	-8.01937	-0.802894
12.88	-5.48685	-8.01964	-0.80261
12.89	-5.48188	-8.01991	-0.802336
12.9	-5.47692	-8.02017	-0.802072
12.91	-5.47197	-8.02042	-0.801818
12.92	-5.46704	-8.02067	-0.801574
12.93	-5.46214	-8.02091	-0.801341
12.94	-5.45725	-8.02115	-0.801119
12.95	-5.45239	-8.02138	-0.800907
12.96	-5.44755	-8.0216	-0.800705
12.97	-5.44274	-8.02181	-0.800514
12.98	-5.43795	-8.02202	-0.800334
12.99	-5.43319	-8.02221	-0.800165
13	-5.42847	-8.0224	-0.800006
13.01	-5.42377	-8.02258	-0.799858
13.02	-5.41911	-8.02275	-0.799721
13.03	-5.41448	-8.02291	-0.799595
13.04	-5.40989	-8.02306	-0.79948
13.05	-5.40533	-8.0232	-0.799376
13.06	-5.40082	-8.02334	-0.799283
13.07	-5.39634	-8.02346	-0.7992
13.08	-5.3919	-8.02357	-0.799129
13.09	-5.38751	-8.02367	-0.799068
13.1	-5.38316	-8.02377	-0.799018
13.11	-5.37886	-8.02385	-0.79898
13.12	-5.3746	-8.02393	-0.798952
13.13	-5.37039	-8.02399	-0.798935
13.14	-5.36622	-8.02405	-0.798929
13.15	-5.36211	-8.0241	-0.798933
13.16	-5.35805	-8.02414	-0.798949
13.17	-5.35404	-8.02417	-0.798976
13.18	-5.35008	-8.02419	-0.799013
13.19	-5.34618	-8.02421	-0.799061
13.2	-5.34233	-8.02422	-0.79912
13.21	-5.33854	-8.02422	-0.799189
13.22	-5.3348	-8.02422	-0.799269
13.23	-5.33113	-8.02421	-0.79936
13.24	-5.32751	-8.02419	-0.799461
13.25	-5.32395	-8.02417	-0.799573
13.26	-5.32046	-8.02415	-0.799695
13.27	-5.31702	-8.02412	-0.799828
13.28	-5.31365	-8.02409	-0.799971
13.29	-5.31034	-8.02405	-0.800124
13.3	-5.3071	-8.02401	-0.800287
13.31	-5.30392	-8.02397	-0.80046
13.32	-5.30081	-8.02393	-0.800644
13.33	-5.29777	-8.02389	-0.800837
13.34	-5.29479	-8.02385	-0.80104
13.35	-5.29188	-8.0238	-0.801253
13.36	-5.28904	-8.02376	-0.801475
13.37	-5.28627	-8.02372	-0.801707
13.38	-5.28357	-8.02368	-0.801948
13.39	-5.28094	-8.02364	-0.802198
13.4	-5.27838	-8.02361	-0.802457
13.41	-5.2759	-8.02357	-0.802725
13.42	-5.27348	-8.02354	-0.803001
13.43	-5.27114	-8.02352	-0.803286
13.44	-5.26888	-8.02349	-0.803579
13.45	-5.26668	-8.02348	-0.803881
13.46	-5.26456	-8.02346	-0.80419
13.47	-5.26252	-8.02345	-0.804506
13.48	-5.26055	-8.02345	-0.80483
13.49	-5.25866	-8.02346	-0.805162
13.5	-5.25684	-8.02347	-0.8055
13.51	-5.25511	-8.02348	-0.805845
13.52	-5.25344	-8.0235	-0.806196
13.53	-5.25186	-8.02353	-0.806553
13.54	-5.25035	-8.02357	-0.806917
13.55	-5.24892	-8.02361	-0.807286
13.56	-5.24756	-8.02366	-0.80766
13.57	-5.24629	-8.02372	-0.808039
13.58	-5.24509	-8.02379	-0.808423
13.59	-5.24397	-8.02386	-0.808811
13.6	-5.24293	-8.02394	-0.809203
13.61	-5.24196	-8.02403	-0.809599
13.62	-5.24108	-8.02412	-0.809998
13.63	-5.24027	-8.02423	-0.810401
13.64	-5.23955	-8.02434	-0.810806
13.65	-5.2389	-8.02445	-0.811214
13.66	-5.23833	-8.02458	-0.811623
13.67	-5.23784	-8.02471	-0.812035
13.68	-5.23742	-8.02485	-0.812448
13.69	-5.23709	-8.025	-0.812861
13.7	-5.23683	-8.02515	-0.813276
13.71	-5.23665	-8.0253	-0.813691
13.72	-5.23655	-8.02547	-0.814106
13.73	-5.23653	-8.02564	-0.81452
13.74	-5.23659	-8.02581	-0.814934
13.75	-5.23672	-8.02599	-0.815347
13.76	-5.23693	-8.02618	-0.815758
13.77	-5.23721	-8.02637	-0.816167
13.78	-5.23758	-8.02656	-0.816574
13.79	-5.23802	-8.02675	-0.816979
13.8	-5.23853	-8.02695	-0.817381
13.81	-5.23913	-8.02716	-0.81778
13.82	-5.23979	-8.02736	-0.818175
13.83	-5.24054	-8.02757	-0.818567
13.84	-5.24135	-8.02778	-0.818954
13.85	-5.24225	-8.02798	-0.819337
13.86	-5.24321	-8.02819	-0.819714
13.87	-5.24425	-8.02841	-0.820087
13.88	-5.24536	-8.02862	-0.820454
13.89	-5.24654	-8.02883	-0.820815
13.9	-5.2478	-8.02903	-0.821169
13.91	-5.24913	-8.02924	-0.821518
13.92	-5.25052	-8.02945	-0.821859
13.93	-5.25199	-8.02965	-0.822193
13.94	-5.25353	-8.02985	-0.82252
13.95	-5.25514	-8.03005	-0.822838
13.96	-5.25681	-8.03024	-0.823149
13.97	-5.25856	-8.03043	-0.823451
13.98	-5.26037	-8.03062	-0.823745
13.99	-5.26224	-8.0308	-0.824029
14	-5.26418	-8.03097	-0.824305
14.01	-5.26619	-8.03114	-0.82457
14.02	-5.26826	-8.03131	-0.824826
14.03	-5.2704	-8.03147	-0.825072
14.04	-5.27259	-8.03162	-0.825308
14.05	-5.27485	-8.03176	-0.825533
14.06	-5.27718	-8.0319	-0.825747
14.07	-5.27956	-8.03203	-0.825951
14.08	-5.282	-8.03216	-0.826143
14.09	-5.2845	-8.03228	-0.826323
14.1	-5.28705	-8.03238	-0.826492
14.11	-5.28967	-8.03249	-0.82665
14.12	-5.29234	-8.03258	-0.826795
14.13	-5.29506	-8.03266	-0.826929
14.14	-5.29784	-8.03274	-0.82705
14.15	-5.30067	-8.03281	-0.827159
14.16	-5.30356	-8.03287	-0.827255
14.17	-5.30649	-8.03292	-0.827339
14.18	-5.30948	-8.03296	-0.827411
14.19	-5.31252	-8.03299	-0.827469
14.2	-5.3156	-8.03301	-0.827516
14.21	-5.31873	-8.03303	-0.827549
14.22	-5.32191	-8.03304	-0.82757
14.23	-5.32513	-8.03303	-0.827578
14.24	-5.3284	-8.03302	-0.827573
14.25	-5.33171	-8.03301	-0.827555
14.26	-5.33506	-8.03298	-0.827526
14.27	-5.33845	-8.03294	-0.827483
14.28	-5.34188	-8.0329	-0.827428
14.29	-5.34535	-8.03285	-0.827361
14.3	-5.34886	-8.03279	-0.827281
14.31	-5.3524	-8.03272	-0.82719
14.32	-5.35598	-8.03265	-0.827086
14.33	-5.35959	-8.03257	-0.826971
14.34	-5.36324	-8.03248	-0.826844
14.35	-5.36691	-8.03238	-0.826706
14.36	-5.37062	-8.03228	-0.826556
14.37	-5.37435	-8.03217	-0.826396
14.38	-5.37812	-8.03206	-0.826225
14.39	-5.38191	-8.03194	-0.826043
14.4	-5.38572	-8.03182	-0.825851
14.41	-5.38956	-8.03169	-0.825649
14.42	-5.39343	-8.03156	-0.825438
14.43	-5.39731	-8.03142	-0.825216
14.44	-5.40122	-8.03128	-0.824986
14.45	-5.40514	-8.03113	-0.824747
14.46	-5.40908	-8.03098	-0.8245
14.47	-5.41304	-8.03083	-0.824244
14.48	-5.41701	-8.03067	-0.82398
14.49	-5.421	-8.03052	-0.823709
14.5	-5.425	-8.03036	-0.823431
14.51	-5.42901	-8.03019	-0.823145
14.52	-5.43303	-8.03003	-0.822853
14.53	-5.43706	-8.02987	-0.822555
14.54	-5.4411	-8.0297	-0.822251
14.55	-5.44515	-8.02953	-0.821941
14.56	-5.44919	-8.02937	-0.821626
14.57	-5.45325	-8.0292	-0.821306
14.58	-5.4573	-8.02903	-0.820982
14.59	-5.46136	-8.02887	-0.820653
14.6	-5.46541	-8.0287	-0.820321
14.61	-5.46947	-8.02854	-0.819985
14.62	-5.47352	-8.02837	-0.819646
14.63	-5.47756	-8.02821	-0.819303
14.64	-5.48161	-8.02805	-0.818959
14.65	-5.48564	-8.02789	-0.818612
14.66	-5.48967	-8.02774	-0.818263
14.67	-5.49368	-8.02758	-0.817913
14.68	-5.49769	-8.02743	-0.817561
14.69	-5.50168	-8.02728	-0.817208
14.7	-5.50566	-8.02713	-0.816855
14.71	-5.50963	-8.02699	-0.816501
14.72	-5.51358	-8.02684	-0.816147
14.73	-5.51752	-8.02671	-0.815793
14.74	-5.52143	-8.02657	-0.81544
14.75	-5.52533	-8.02644	-0.815087
14.76	-5.5292	-8.02631	-0.814735
14.77	-5.53306	-8.02618	-0.814384
14.78	-5.53689	-8.02606	-0.814035
14.79	-5.54069	-8.02594	-0.813688
14.8	-5.54447	-8.02582	-0.813342
14.81	-5.54823	-8.02571	-0.812999
14.82	-5.55195	-8.0256	-0.812658
14.83	-5.55565	-8.02549	-0.812319
14.84	-5.55932	-8.02539	-0.811983
14.85	-5.56295	-8.02529	-0.81165
14.86	-5.56655	-8.02519	-0.811321
14.87	-5.57012	-8.02509	-0.810994
14.88	-5.57366	-8.025	-0.810671
14.89	-5.57715	-8.02491	-0.810352
14.9	-5.58062	-8.02483	-0.810037
14.91	-5.58404	-8.02474	-0.809725
14.92	-5.58742	-8.02466	-0.809418
14.93	-5.59077	-8.02458	-0.809115
14.94	-5.59407	-8.02451	-0.808816
14.95	-5.59733	-8.02443	-0.808522
14.96	-5.60055	-8.02436	-0.808233
14.97	-5.60373	-8.02429	-0.807948
14.98	-5.60686	-8.02422	-0.807668
14.99	-5.60994	-8.02416	-0.807394
15	-5.61298	-8.02409	-0.807124
15.01	-5.61597	-8.02403	-0.80686
15.02	-5.61891	-8.02396	-0.806601
15.03	-5.6218	-8.0239	-0.806348
15.04	-5.62464	-8.02384	-0.806101
15.05	-5.62743	-8.02378	-0.805859
15.06	-5.63017	-8.02372	-0.805623
15.07	-5.63286	-8.02366	-0.805392
15.08	-5.63549	-8.0236	-0.805168
15.09	-5.63807	-8.02354	-0.80495
15.1	-5.64059	-8.02349	-0.804739
15.11	-5.64306	-8.02343	-0.804533
15.12	-5.64547	-8.02337	-0.804334
15.13	-5.64783	-8.02331	-0.804142
15.14	-5.65012	-8.02325	-0.803957
15.15	-5.65236	-8.02319	-0.803778
15.16	-5.65454	-8.02313	-0.803606
15.17	-5.65666	-8.02306	-0.803441
15.18	-5.65872	-8.023	-0.803284
15.19	-5.66073	-8.02294	-0.803133
15.2	-5.66267	-8.02287	-0.802991
15.21	-5.66454	-8.0228	-0.802855
15.22	-5.66636	-8.02274	-0.802728
15.23	-5.66811	-8.02267	-0.802608
15.24	-5.6698	-8.0226	-0.802496
15.25	-5.67143	-8.02252	-0.802392
15.26	-5.673	-8.02245	-0.802297
15.27	-5.6745	-8.02238	-0.80221
15.28	-5.67594	-8.0223	-0.802131
15.29	-5.67731	-8.02222	-0.802061
15.3	-5.67861	-8.02214	-0.801999
15.31	-5.67986	-8.02206	-0.801947
15.32	-5.68103	-8.02198	-0.801903
15.33	-5.68215	-8.0219	-0.801869
15.34	-5.68319	-8.02181	-0.801843
15.35	-5.68417	-8.02173	-0.801827
15.36	-5.68509	-8.02164	-0.801821
15.37	-5.68593	-8.02155	-0.801824
15.38	-5.68672	-8.02146	-0.801836
15.39	-5.68743	-8.02137	-0.801858
15.4	-5.68808	-8.02128	-0.80189
15.41	-5.68867	-8.02119	-0.801931
15.42	-5.68918	-8.0211	-0.801983
15.43	-5.68963	-8.021	-0.802044
15.44	-5.69002	-8.02091	-0.802115
15.45	-5.69034	-8.02081	-0.802196
15.46	-5.69059	-8.02072	-0.802287
15.47	-5.69078	-8.02062	-0.802388
15.48	-5.6909	-8.02053	-0.802499
15.49	-5.69095	-8.02043	-0.80262
15.5	-5.69094	-8.02034	-0.802751
15.51	-5.69087	-8.02025	-0.802891
15.52	-5.69073	-8.02015	-0.803041
15.53	-5.69052	-8.02006	-0.803201
15.54	-5.69025	-8.01997	-0.80337
15.55	-5.68992	-8.01988	-0.803549
15.56	-5.68952	-8.01979	-0.803736
15.57	-5.68906	-8.0197	-0.803933
15.58	-5.68853	-8.01961	-0.804139
15.59	-5.68795	-8.01953	-0.804354
15.6	-5.6873	-8.01944	-0.804578
15.61	-5.68659	-8.01936	-0.80481
15.62	-5.68581	-8.01928	-0.80505
15.63	-5.68498	-8.01921	-0.805298
15.64	-5.68409	-8.01913	-0.805554
15.65	-5.68313	-8.01906	-0.805817
15.66	-5.68212	-8.01899	-0.806088
15.67	-5.68104	-8.01893	-0.806366
15.68	-5.67991	-8.01887	-0.806651
15.69	-5.67872	-8.01881	-0.806942
15.7	-5.67748	-8.01875	-0.807239
15.71	-5.67617	-8.0187	-0.807542
15.72	-5.67481	-8.01865	-0.807851
15.73	-5.6734	-8.0186	-0.808165
15.74	-5.67193	-8.01856	-0.808484
15.75	-5.67041	-8.01852	-0.808808
15.76	-5.66883	-8.01849	-0.809136
15.77	-5.6672	-8.01846	-0.809467
15.78	-5.66552	-8.01843	-0.809803
15.79	-5.66378	-8.01841	-0.810142
15.8	-5.662	-8.01839	-0.810484
15.81	-5.66017	-8.01837	-0.810828
15.82	-5.65829	-8.01837	-0.811175
15.83	-5.65636	-8.01836	-0.811523
15.84	-5.65438	-8.01836	-0.811873
15.85	-5.65236	-8.01836	-0.812224
15.86	-5.65029	-8.01837	-0.812576
15.87	-5.64817	-8.01838	-0.812928
15.88	-5.64602	-8.0184	-0.813281
15.89	-5.64382	-8.01842	-0.813633
15.9	-5.64157	-8.01845	-0.813984
15.91	-5.63929	-8.01848	-0.814334
15.92	-5.63697	-8.01851	-0.814683
15.93	-5.6346	-8.01855	-0.815031
15.94	-5.6322	-8.01859	-0.815376
15.95	-5.62976	-8.01864	-0.815719
15.96	-5.62728	-8.01869	-0.816059
15.97	-5.62477	-8.01875	-0.816395
15.98	-5.62223	-8.0188	-0.816729
15.99	-5.61965	-8.01887	-0.817058
16	-5.61703	-8.01894	-0.817384
16.01	-5.61439	-8.01901	-0.817705
16.02	-5.61171	-8.01908	-0.818021
16.03	-5.60901	-8.01916	-0.818332
16.04	-5.60627	-8.01924	-0.818638
16.05	-5.60351	-8.01933	-0.818938
16.06	-5.60072	-8.01942	-0.819232
16.07	-5.59791	-8.01951	-0.81952
16.08	-5.59507	-8.0196	-0.819801
16.09	-5.59221	-8.0197	-0.820076
16.1	-5.58932	-8.0198	-0.820343
16.11	-5.58642	-8.0199	-0.820604
16.12	-5.58349	-8.02001	-0.820856
16.13	-5.58055	-8.02012	-0.821101
16.14	-5.57758	-8.02023	-0.821338
16.15	-5.5746	-8.02034	-0.821567
16.16	-5.5716	-8.02046	-0.821787
16.17	-5.56859	-8.02058	-0.821999
16.18	-5.56556	-8.0207	-0.822203
16.19	-5.56252	-8.02082	-0.822397
16.2	-5.55946	-8.02094	-0.822583
16.21	-5.5564	-8.02106	-0.822759
16.22	-5.55332	-8.02119	-0.822926
16.23	-5.55024	-8.02131	-0.823084
16.24	-5.54715	-8.02144	-0.823232
16.25	-5.54405	-8.02157	-0.823371
16.26	-5.54095	-8.0217	-0.823501
16.27	-5.53784	-8.02183	-0.823621
16.28	-5.53472	-8.02196	-0.823731
16.29	-5.53161	-8.02209	-0.823831
16.3	-5.52849	-8.02222	-0.823922
16.31	-5.52537	-8.02235	-0.824003
16.32	-5.52225	-8.02248	-0.824075
16.33	-5.51913	-8.02261	-0.824137
16.34	-5.51602	-8.02274	-0.824189
16.35	-5.51291	-8.02287	-0.824232
16.36	-5.5098	-8.023	-0.824265
16.37	-5.5067	-8.02313	-0.824289
16.38	-5.5036	-8.02326	-0.824303
16.39	-5.50052	-8.02339	-0.824309
16.4	-5.49744	-8.02352	-0.824305
16.41	-5.49436	-8.02364	-0.824292
16.42	-5.4913	-8.02377	-0.82427
16.43	-5.48825	-8.02389	-0.82424
16.44	-5.48522	-8.02402	-0.824201
16.45	-5.48219	-8.02414	-0.824153
16.46	-5.47918	-8.02426	-0.824097
16.47	-5.47618	-8.02438	-0.824032
16.48	-5.4732	-8.0245	-0.82396
16.49	-5.47024	-8.02462	-0.823879
16.5	-5.46729	-8.02474	-0.823791
16.51	-5.46436	-8.02485	-0.823696
16.52	-5.46146	-8.02497	-0.823593
16.53	-5.45857	-8.02508	-0.823482
16.54	-5.4557	-8.02519	-0.823365
16.55	-5.45285	-8.0253	-0.823241
16.56	-5.45003	-8.02541	-0.82311
16.57	-5.44723	-8.02552	-0.822972
16.58	-5.44446	-8.02562	-0.822829
16.59	-5.44171	-8.02573	-0.822679
16.6	-5.43898	-8.02583	-0.822523
16.61	-5.43628	-8.02593	-0.822362
16.62	-5.43361	-8.02603	-0.822194
16.63	-5.43097	-8.02613	-0.822022
16.64	-5.42836	-8.02623	-0.821844
16.65	-5.42577	-8.02633	-0.821662
16.66	-5.42322	-8.02642	-0.821474
16.67	-5.42069	-8.02651	-0.821282
16.68	-5.4182	-8.02661	-0.821086
16.69	-5.41574	-8.0267	-0.820885
16.7	-5.41332	-8.02678	-0.820681
16.71	-5.41093	-8.02687	-0.820472
16.72	-5.40857	-8.02696	-0.82026
16.73	-5.40625	-8.02704	-0.820044
16.74	-5.40396	-8.02713	-0.819824
16.75	-5.40171	-8.02721	-0.819602
16.76	-5.39949	-8.02729	-0.819376
16.77	-5.39731	-8.02737	-0.819148
16.78	-5.39518	-8.02745	-0.818917
16.79	-5.39307	-8.02753	-0.818684
16.8	-5.39101	-8.02761	-0.818448
16.81	-5.38899	-8.02768	-0.818209
16.82	-5.38701	-8.02776	-0.817969
16.83	-5.38506	-8.02783	-0.817727
16.84	-5.38316	-8.0279	-0.817483
16.85	-5.3813	-8.02798	-0.817238
16.86	-5.37948	-8.02805	-0.81699
16.87	-5.3777	-8.02812	-0.816742
16.88	-5.37597	-8.02818	-0.816492
16.89	-5.37428	-8.02825	-0.816241
16.9	-5.37263	-8.02832	-0.81599
16.91	-5.37102	-8.02838	-0.815737
16.92	-5.36946	-8.02845	-0.815484
16.93	-5.36795	-8.02851	-0.81523
16.94	-5.36648	-8.02857	-0.814975
16.95	-5.36505	-8.02864	-0.814721
16.96	-5.36367	-8.0287	-0.814465
16.97	-5.36233	-8.02876	-0.81421
16.98	-5.36104	-8.02881	-0.813955
16.99	-5.3598	-8.02887	-0.8137
17	-5.3586	-8.02893	-0.813445
17.01	-5.35745	-8.02898	-0.81319
17.02	-5.35634	-8.02904	-0.812936
17.03	-5.35528	-8.02909	-0.812682
17.04	-5.35427	-8.02914	-0.812429
17.05	-5.35331	-8.02919	-0.812176
17.06	-5.35239	-8.02924	-0.811925
17.07	-5.35152	-8.02929	-0.811674
17.08	-5.3507	-8.02934	-0.811425
17.09	-5.34993	-8.02939	-0.811177
17.1	-5.3492	-8.02943	-0.81093
17.11	-5.34852	-8.02948	-0.810684
17.12	-5.34789	-8.02952	-0.810441
17.13	-5.34731	-8.02956	-0.810199
17.14	-5.34677	-8.0296	-0.809958
17.15	-5.34628	-8.02964	-0.80972
17.16	-5.34584	-8.02967	-0.809484
17.17	-5.34545	-8.02971	-0.809251
17.18	-5.34511	-8.02974	-0.80902
17.19	-5.34481	-8.02978	-0.808791
17.2	-5.34456	-8.02981	-0.808566
17.21	-5.34436	-8.02983	-0.808343
17.22	-5.34421	-8.02986	-0.808124
17.23	-5.3441	-8.02989	-0.807908
17.24	-5.34404	-8.02991	-0.807695
17.25	-5.34403	-8.02993	-0.807487
17.26	-5.34406	-8.02995	-0.807282
17.27	-5.34414	-8.02997	-0.807081
17.28	-5.34427	-8.02998	-0.806885
17.29	-5.34444	-8.03	-0.806693
17.3	-5.34466	-8.03001	-0.806506
17.31	-5.34493	-8.03002	-0.806324
17.32	-5.34524	-8.03003	-0.806148
17.33	-5.34559	-8.03003	-0.805976
17.34	-5.34599	-8.03003	-0.805811
17.35	-5.34644	-8.03003	-0.805651
17.36	-5.34693	-8.03003	-0.805497
17.37	-5.34747	-8.03003	-0.805349
17.38	-5.34804	-8.03002	-0.805208
17.39	-5.34867	-8.03001	-0.805074
17.4	-5.34933	-8.03	-0.804946
17.41	-5.35004	-8.02998	-0.804826
17.42	-5.35079	-8.02997	-0.804713
17.43	-5.35158	-8.02995	-0.804607
17.44	-5.35242	-8.02993	-0.804509
17.45	-5.35329	-8.0299	-0.804418
17.46	-5.35421	-8.02987	-0.804336
17.47	-5.35517	-8.02984	-0.804262
17.48	-5.35616	-8.02981	-0.804196
17.49	-5.3572	-8.02978	-0.804139
17.5	-5.35827	-8.02974	-0.80409
17.51	-5.35939	-8.0297	-0.804049
17.52	-5.36054	-8.02966	-0.804018
17.53	-5.36173	-8.02961	-0.803995
17.54	-5.36295	-8.02956	-0.803982
17.55	-5.36422	-8.02951	-0.803977
17.56	-5.36552	-8.02946	-0.803981
17.57	-5.36685	-8.0294	-0.803995
17.58	-5.36822	-8.02935	-0.804018
17.59	-5.36962	-8.02929	-0.80405
17.6	-5.37106	-8.02922	-0.804091
17.61	-5.37253	-8.02916	-0.804141
17.62	-5.37403	-8.02909	-0.804201
17.63	-5.37557	-8.02902	-0.804269
17.64	-5.37713	-8.02895	-0.804347
17.65	-5.37873	-8.02887	-0.804434
17.66	-5.38036	-8.02879	-0.80453
17.67	-5.38202	-8.02871	-0.804634
17.68	-5.3837	-8.02863	-0.804748
17.69	-5.38541	-8.02855	-0.80487
17.7	-5.38716	-8.02846	-0.805
17.71	-5.38892	-8.02838	-0.805139
17.72	-5.39072	-8.02829	-0.805286
17.73	-5.39254	-8.02819	-0.805442
17.74	-5.39438	-8.0281	-0.805605
17.75	-5.39625	-8.02801	-0.805776
17.76	-5.39814	-8.02791	-0.805954
17.77	-5.40006	-8.02781	-0.80614
17.78	-5.40199	-8.02771	-0.806333
17.79	-5.40395	-8.02761	-0.806533
17.8	-5.40593	-8.02751	-0.806739
17.81	-5.40793	-8.0274	-0.806952
17.82	-5.40995	-8.0273	-0.807171
17.83	-5.41198	-8.02719	-0.807396
17.84	-5.41404	-8.02708	-0.807626
17.85	-5.41611	-8.02697	-0.807862
17.86	-5.4182	-8.02686	-0.808104
17.87	-5.4203	-8.02675	-0.808349
17.88	-5.42241	-8.02664	-0.8086
17.89	-5.42455	-8.02653	-0.808855
17.9	-5.42669	-8.02642	-0.809113
17.91	-5.42885	-8.0263	-0.809375
17.92	-5.43101	-8.02619	-0.809641
17.93	-5.43319	-8.02608	-0.80991
17.94	-5.43538	-8.02596	-0.810181
17.95	-5.43758	-8.02585	-0.810455
17.96	-5.43979	-8.02573	-0.81073
17.97	-5.442	-8.02561	-0.811008
17.98	-5.44422	-8.0255	-0.811287
17.99	-5.44645	-8.02538	-0.811567
18	-5.44868	-8.02527	-0.811848
18.01	-5.45092	-8.02515	-0.812129
18.02	-5.45316	-8.02504	-0.812411
18.03	-5.45541	-8.02492	-0.812692
18.04	-5.45765	-8.02481	-0.812973
18.05	-5.4599	-8.02469	-0.813254
18.06	-5.46215	-8.02458	-0.813533
18.07	-5.4644	-8.02447	-0.81381
18.08	-5.46665	-8.02436	-0.814087
18.09	-5.4689	-8.02424	-0.814361
18.1	-5.47114	-8.02413	-0.814633
18.11	-5.47338	-8.02402	-0.814902
18.12	-5.47562	-8.02391	-0.815169
18.13	-5.47786	-8.0238	-0.815432
18.14	-5.48008	-8.0237	-0.815692
18.15	-5.48231	-8.02359	-0.815949
18.16	-5.48452	-8.02349	-0.816202
18.17	-5.48673	-8.02338	-0.816451
18.18	-5.48893	-8.02328	-0.816695
18.19	-5.49112	-8.02318	-0.816935
18.2	-5.4933	-8.02308	-0.817171
18.21	-5.49547	-8.02298	-0.817401
18.22	-5.49763	-8.02288	-0.817626
18.23	-5.49978	-8.02278	-0.817846
18.24	-5.50192	-8.02269	-0.818061
18.25	-5.50404	-8.0226	-0.81827
18.26	-5.50615	-8.0225	-0.818473
18.27	-5.50824	-8.02241	-0.818671
18.28	-5.51032	-8.02232	-0.818862
18.29	-5.51238	-8.02224	-0.819047
18.3	-5.51443	-8.02215	-0.819226
18.31	-5.51646	-8.02207	-0.819399
18.32	-5.51847	-8.02198	-0.819565
18.33	-5.52046	-8.0219	-0.819725
18.34	-5.52243	-8.02182	-0.819878
18.35	-5.52439	-8.02175	-0.820024
18.36	-5.52632	-8.02167	-0.820164
18.37	-5.52823	-8.0216	-0.820297
18.38	-5.53012	-8.02152	-0.820424
18.39	-5.53199	-8.02145	-0.820543
18.4	-5.53384	-8.02138	-0.820656
18.41	-5.53566	-8.02132	-0.820763
18.42	-5.53746	-8.02125	-0.820862
18.43	-5.53924	-8.02119	-0.820955
18.44	-5.54099	-8.02112	-0.821041
18.45	-5.54271	-8.02106	-0.82112
18.46	-5.54441	-8.02101	-0.821192
18.47	-5.54608	-8.02095	-0.821258
18.48	-5.54773	-8.02089	-0.821318
18.49	-5.54934	-8.02084	-0.821371
18.5	-5.55093	-8.02079	-0.821417
18.51	-5.5525	-8.02074	-0.821457
18.52	-5.55403	-8.02069	-0.82149
18.53	-5.55553	-8.02064	-0.821518
18.54	-5.55701	-8.0206	-0.821539
18.55	-5.55845	-8.02056	-0.821554
18.56	-5.55987	-8.02051	-0.821563
18.57	-5.56125	-8.02048	-0.821566
18.58	-5.5626	-8.02044	-0.821563
18.59	-5.56392	-8.0204	-0.821554
18.6	-5.56521	-8.02037	-0.82154
18.61	-5.56647	-8.02033	-0.82152
18.62	-5.5677	-8.0203	-0.821494
18.63	-5.56889	-8.02027	-0.821463
18.64	-5.57005	-8.02025	-0.821427
18.65	-5.57117	-8.02022	-0.821385
18.66	-5.57226	-8.0202	-0.821339
18.67	-5.57332	-8.02018	-0.821287
18.68	-5.57435	-8.02015	-0.82123
18.69	-5.57533	-8.02014	-0.821168
18.7	-5.57629	-8.02012	-0.821102
18.71	-5.57721	-8.0201	-0.821031
18.72	-5.5781	-8.02009	-0.820955
18.73	-5.57895	-8.02008	-0.820875
18.74	-5.57976	-8.02007	-0.82079
18.75	-5.58054	-8.02006	-0.820701
18.76	-5.58128	-8.02005	-0.820608
18.77	-5.58199	-8.02004	-0.820511
18.78	-5.58266	-8.02004	-0.82041
18.79	-5.5833	-8.02004	-0.820304
18.8	-5.5839	-8.02004	-0.820195
18.81	-5.58447	-8.02004	-0.820082
18.82	-5.58499	-8.02004	-0.819965
18.83	-5.58549	-8.02004	-0.819845
18.84	-5.58594	-8.02005	-0.819721
18.85	-5.58636	-8.02006	-0.819594
18.86	-5.58675	-8.02006	-0.819463
18.87	-5.58709	-8.02007	-0.819328
18.88	-5.5874	-8.02009	-0.819191
18.89	-5.58768	-8.0201	-0.81905
18.9	-5.58792	-8.02012	-0.818906
18.91	-5.58812	-8.02013	-0.818759
18.92	-5.58829	-8.02015	-0.818609
18.93	-5.58842	-8.02017	-0.818456
18.94	-5.58851	-8.02019	-0.818301
18.95	-5.58857	-8.02022	-0.818142
18.96	-5.5886	-8.02024	-0.81798
18.97	-5.58859	-8.02027	-0.817816
18.98	-5.58854	-8.02029	-0.817649
18.99	-5.58846	-8.02032	-0.81748
19	-5.58834	-8.02036	-0.817308
19.01	-5.58819	-8.02039	-0.817133
19.02	-5.58801	-8.02042	-0.816956
19.03	-5.58778	-8.02046	-0.816777
19.04	-5.58753	-8.0205	-0.816595
19.05	-5.58724	-8.02053	-0.816412
19.06	-5.58692	-8.02058	-0.816225
19.07	-5.58657	-8.02062	-0.816037
19.08	-5.58618	-8.02066	-0.815847
19.09	-5.58576	-8.02071	-0.815655
